no_transect	length_transect	no_point	dem	x_image	y_image	x_geo	y_geo	elevation	slope	geometry	index_right	id
4	99.99999999995728	0	dem_sample_model.tif	24	24	204027.9638526445	686306.8058199089	0.0	0.0	POINT (14.486683199135644 53.95636831053118)		
4	99.99999999995728	1	dem_sample_model.tif	25	24	204028.37760842463	686305.8954319946	0.0	0.0	POINT (14.486690369998842 53.95636038761442)		
4	99.99999999995728	2	dem_sample_model.tif	25	24	204028.79136420475	686304.9850440803	0.0	0.0	POINT (14.486697540859247 53.956352464697176)		
4	99.99999999995728	3	dem_sample_model.tif	26	25	204029.2051199849	686304.0746561661	0.0	0.0	POINT (14.486704711716872 53.95634454177942)		
4	99.99999999995728	4	dem_sample_model.tif	26	25	204029.61887576492	686303.1642682519	0.0	0.0	POINT (14.486711882571704 53.956336618861194)		
4	99.99999999995728	5	dem_sample_model.tif	27	25	204030.03263154507	686302.2538803376	0.0	0.0	POINT (14.486719053423757 53.956328695942474)		
4	99.99999999995728	6	dem_sample_model.tif	27	25	204030.4463873252	686301.3434924233	0.0	0.0	POINT (14.48672622427302 53.956320773023265)		
4	99.99999999995728	7	dem_sample_model.tif	28	25	204030.8601431053	686300.433104509	0.0	0.0	POINT (14.486733395119497 53.95631285010357)		
4	99.99999999995728	8	dem_sample_model.tif	28	26	204031.2738988854	686299.5227165947	0.0	0.0	POINT (14.486740565963188 53.956304927183375)		
4	99.99999999995728	9	dem_sample_model.tif	28	26	204031.68765466555	686298.6123286806	0.0	0.0	POINT (14.486747736804093 53.95629700426269)		
4	99.99999999995728	10	dem_sample_model.tif	29	26	204032.10141044564	686297.7019407663	0.0	0.0	POINT (14.486754907642212 53.95628908134152)		
4	99.99999999995728	11	dem_sample_model.tif	29	26	204032.51516622573	686296.791552852	0.0	0.0	POINT (14.486762078477545 53.95628115841985)		
4	99.99999999995728	12	dem_sample_model.tif	30	26	204032.92892200584	686295.8811649377	0.0	0.0	POINT (14.486769249310088 53.956273235497704)		
4	99.99999999995728	13	dem_sample_model.tif	30	27	204033.342677786	686294.9707770235	0.0	0.0	POINT (14.48677642013985 53.956265312575056)		
4	99.99999999995728	14	dem_sample_model.tif	31	27	204033.75643356607	686294.0603891093	0.0	0.0	POINT (14.486783590966825 53.95625738965193)		
4	99.99999999995728	15	dem_sample_model.tif	31	27	204034.1701893462	686293.150001195	0.0	0.0	POINT (14.486790761791013 53.956249466728295)		
4	99.99999999995728	16	dem_sample_model.tif	32	27	204034.5839451263	686292.2396132807	0.0	0.0	POINT (14.486797932612411 53.95624154380418)	0.0	1.0
4	99.99999999995728	17	dem_sample_model.tif	32	27	204034.9977009064	686291.3292253665	0.0	0.0	POINT (14.486805103431026 53.95623362087958)	0.0	1.0
4	99.99999999995728	18	dem_sample_model.tif	33	28	204035.4114566865	686290.4188374522	0.0	0.0	POINT (14.486812274246855 53.95622569795449)	0.0	1.0
4	99.99999999995728	19	dem_sample_model.tif	33	28	204035.82521246665	686289.508449538	0.0	0.0	POINT (14.486819445059902 53.9562177750289)	0.0	1.0
4	99.99999999995728	20	dem_sample_model.tif	33	28	204036.23896824676	686288.5980616238	0.0	0.0	POINT (14.486826615870156 53.95620985210283)	0.0	1.0
4	99.99999999995728	21	dem_sample_model.tif	34	28	204036.65272402685	686287.6876737095	0.0	0.0	POINT (14.486833786677627 53.95620192917626)	0.0	1.0
4	99.99999999995728	22	dem_sample_model.tif	34	28	204037.06647980696	686286.7772857952	0.0	0.0	POINT (14.486840957482311 53.956194006249206)	0.0	1.0
4	99.99999999995728	23	dem_sample_model.tif	35	29	204037.48023558708	686285.8668978809	0.0	0.0	POINT (14.48684812828421 53.956186083321654)	0.0	1.0
4	99.99999999995728	24	dem_sample_model.tif	35	29	204037.8939913672	686284.9565099666	0.0	0.0	POINT (14.486855299083322 53.95617816039362)	0.0	1.0
4	99.99999999995728	25	dem_sample_model.tif	36	29	204038.30774714728	686284.0461220525	0.0	0.0	POINT (14.486862469879645 53.9561702374651)	0.0	1.0
4	99.99999999995728	26	dem_sample_model.tif	36	29	204038.7215029274	686283.1357341382	0.0	0.0	POINT (14.486869640673184 53.95616231453609)	0.0	1.0
4	99.99999999995728	27	dem_sample_model.tif	37	30	204039.1352587075	686282.2253462239	0.0	0.0	POINT (14.486876811463938 53.95615439160658)	0.0	1.0
4	99.99999999995728	28	dem_sample_model.tif	37	30	204039.5490144876	686281.3149583096	0.0	0.0	POINT (14.486883982251904 53.95614646867658)	0.0	1.0
4	99.99999999995728	29	dem_sample_model.tif	38	30	204039.9627702677	686280.4045703954	0.0	0.0	POINT (14.486891153037089 53.956138545746086)	0.0	1.0
4	99.99999999995728	30	dem_sample_model.tif	38	30	204040.37652604785	686279.4941824812	0.0	0.0	POINT (14.48689832381948 53.95613062281511)	0.0	1.0
4	99.99999999995728	31	dem_sample_model.tif	38	30	204040.790281828	686278.5837945669	0.0	0.0	POINT (14.486905494599089 53.95612269988364)	0.0	1.0
4	99.99999999995728	32	dem_sample_model.tif	39	31	204041.20403760803	686277.6734066526	0.0	0.0	POINT (14.48691266537591 53.95611477695169)	0.0	1.0
4	99.99999999995728	33	dem_sample_model.tif	39	31	204041.61779338817	686276.7630187384	0.0	0.0	POINT (14.48691983614995 53.95610685401923)	0.0	1.0
4	99.99999999995728	34	dem_sample_model.tif	40	31	204042.03154916828	686275.8526308241	0.0	0.0	POINT (14.486927006921196 53.9560989310863)	0.0	1.0
4	99.99999999995728	35	dem_sample_model.tif	40	31	204042.4453049484	686274.9422429099	0.0	0.0	POINT (14.486934177689662 53.956091008152875)	0.0	1.0
4	99.99999999995728	36	dem_sample_model.tif	41	31	204042.8590607285	686274.0318549956	0.0	0.0	POINT (14.486941348455336 53.95608308521895)	0.0	1.0
4	99.99999999995728	37	dem_sample_model.tif	41	32	204043.27281650863	686273.1214670814	0.0	0.0	POINT (14.486948519218231 53.95607516228454)	0.0	1.0
4	99.99999999995728	38	dem_sample_model.tif	42	32	204043.68657228877	686272.2110791671	0.0	0.0	POINT (14.486955689978334 53.956067239349636)	0.0	1.0
4	99.99999999995728	39	dem_sample_model.tif	42	32	204044.10032806883	686271.3006912528	0.0	0.0	POINT (14.486962860735654 53.95605931641424)	0.0	1.0
4	99.99999999995728	40	dem_sample_model.tif	43	32	204044.51408384892	686270.3903033385	0.0	0.0	POINT (14.486970031490184 53.956051393478376)	0.0	1.0
4	99.99999999995728	41	dem_sample_model.tif	43	32	204044.92783962903	686269.4799154244	0.0	0.0	POINT (14.486977202241931 53.956043470542)	0.0	1.0
4	99.99999999995728	42	dem_sample_model.tif	43	33	204045.3415954092	686268.5695275101	0.0	0.0	POINT (14.486984372990893 53.95603554760515)	0.0	1.0
4	99.99999999995728	43	dem_sample_model.tif	44	33	204045.7553511893	686267.6591395958	0.0	0.0	POINT (14.48699154373707 53.95602762466779)	0.0	1.0
4	99.99999999995728	44	dem_sample_model.tif	44	33	204046.1691069694	686266.7487516815	0.0	0.0	POINT (14.486998714480455 53.95601970172994)	0.0	1.0
4	99.99999999995728	45	dem_sample_model.tif	45	33	204046.58286274952	686265.8383637673	0.0	0.0	POINT (14.487005885221057 53.95601177879162)	0.0	1.0
4	99.99999999995728	46	dem_sample_model.tif	45	33	204046.9966185296	686264.9279758531	0.0	0.0	POINT (14.487013055958874 53.9560038558528)	0.0	1.0
4	99.99999999995728	47	dem_sample_model.tif	46	34	204047.4103743097	686264.0175879388	0.0	0.0	POINT (14.4870202266939 53.95599593291349)	0.0	1.0
4	99.99999999995728	48	dem_sample_model.tif	46	34	204047.82413008984	686263.1072000245	0.0	0.0	POINT (14.487027397426145 53.95598800997368)	0.0	1.0
4	99.99999999995728	49	dem_sample_model.tif	47	34	204048.23788586995	686262.1968121103	0.0	0.0	POINT (14.487034568155604 53.95598008703338)	0.0	1.0
4	99.99999999995728	50	dem_sample_model.tif	47	34	204048.65164165007	686261.286424196	0.0	0.0	POINT (14.487041738882276 53.9559721640926)	0.0	1.0
4	99.99999999995728	51	dem_sample_model.tif	48	34	204049.06539743015	686260.3760362818	0.0	5.05	POINT (14.48704890960616 53.95596424115132)	0.0	1.0
4	99.99999999995728	52	dem_sample_model.tif	48	35	204049.4791532103	686259.4656483675	0.0	14.85	POINT (14.487056080327259 53.95595631820957)	0.0	1.0
4	99.99999999995728	53	dem_sample_model.tif	48	35	204049.8929089904	686258.5552604533	0.0	14.85	POINT (14.487063251045571 53.95594839526731)	0.0	1.0
4	99.99999999995728	54	dem_sample_model.tif	49	35	204050.3066647705	686257.644872539	1.0	14.85	POINT (14.487070421761098 53.95594047232457)	0.0	1.0
4	99.99999999995728	55	dem_sample_model.tif	49	35	204050.7204205506	686256.7344846247	1.0	14.85	POINT (14.487077592473836 53.95593254938134)	0.0	1.0
4	99.99999999995728	56	dem_sample_model.tif	50	36	204051.13417633076	686255.8240967104	1.0	5.05	POINT (14.487084763183795 53.9559246264376)	0.0	1.0
4	99.99999999995728	57	dem_sample_model.tif	50	36	204051.54793211084	686254.9137087963	1.0	5.05	POINT (14.48709193389096 53.95591670349339)	0.0	1.0
4	99.99999999995728	58	dem_sample_model.tif	51	36	204051.96168789096	686254.003320882	1.0	20.02	POINT (14.487099104595343 53.9559087805487)	0.0	1.0
4	99.99999999995728	59	dem_sample_model.tif	51	36	204052.37544367107	686253.0929329677	1.0	20.02	POINT (14.48710627529694 53.95590085760349)	0.0	1.0
4	99.99999999995728	60	dem_sample_model.tif	52	36	204052.7891994512	686252.1825450534	1.0	41.47	POINT (14.487113445995748 53.95589293465782)	0.0	1.0
4	99.99999999995728	61	dem_sample_model.tif	52	37	204053.20295523127	686251.2721571391	4.0	56.54	POINT (14.48712061669177 53.95588501171163)	0.0	1.0
4	99.99999999995728	62	dem_sample_model.tif	53	37	204053.6167110114	686250.361769225	6.0	63.89	POINT (14.48712778738501 53.955877088764964)	0.0	1.0
4	99.99999999995728	63	dem_sample_model.tif	53	37	204054.0304667915	686249.4513813107	6.0	63.89	POINT (14.487134958075462 53.95586916581781)	0.0	1.0
4	99.99999999995728	64	dem_sample_model.tif	53	37	204054.4442225716	686248.5409933964	6.0	63.89	POINT (14.487142128763127 53.95586124287017)	0.0	1.0
4	99.99999999995728	65	dem_sample_model.tif	54	37	204054.85797835173	686247.6306054821	9.0	65.06	POINT (14.487149299448006 53.955853319922035)	0.0	1.0
4	99.99999999995728	66	dem_sample_model.tif	54	38	204055.27173413185	686246.7202175679	13.0	61.69	POINT (14.487156470130099 53.9558453969734)	0.0	1.0
4	99.99999999995728	67	dem_sample_model.tif	55	38	204055.68548991196	686245.8098296537	14.0	54.42	POINT (14.487163640809403 53.955837474024285)	0.0	1.0
4	99.99999999995728	68	dem_sample_model.tif	55	38	204056.09924569205	686244.8994417394	14.0	54.42	POINT (14.487170811485925 53.95582955107468)	0.0	1.0
4	99.99999999995728	69	dem_sample_model.tif	56	38	204056.51300147217	686243.9890538251	15.0	47.55	POINT (14.487177982159663 53.955821628124575)	0.0	1.0
4	99.99999999995728	70	dem_sample_model.tif	56	38	204056.92675725228	686243.0786659109	15.0	47.55	POINT (14.48718515283061 53.95581370517399)	0.0	1.0
4	99.99999999995728	71	dem_sample_model.tif	57	39	204057.3405130324	686242.1682779966	17.0	39.98	POINT (14.487192323498771 53.95580578222291)	0.0	1.0
4	99.99999999995728	72	dem_sample_model.tif	57	39	204057.7542688125	686241.2578900823	17.0	39.98	POINT (14.48719949416415 53.95579785927134)	0.0	1.0
4	99.99999999995728	73	dem_sample_model.tif	58	39	204058.1680245926	686240.3475021682	18.0	42.03	POINT (14.487206664826736 53.955789936319285)	0.0	1.0
4	99.99999999995728	74	dem_sample_model.tif	58	39	204058.5817803727	686239.4371142539	18.0	42.03	POINT (14.487213835486541 53.95578201336673)	0.0	1.0
4	99.99999999995728	75	dem_sample_model.tif	58	39	204058.99553615283	686238.5267263396	18.0	42.03	POINT (14.487221006143558 53.9557740904137)	0.0	1.0
4	99.99999999995728	76	dem_sample_model.tif	59	40	204059.4092919329	686237.6163384253	21.0	51.34	POINT (14.487228176797794 53.95576616746017)	0.0	1.0
4	99.99999999995728	77	dem_sample_model.tif	59	40	204059.82304771303	686236.705950511	21.0	51.34	POINT (14.487235347449236 53.95575824450615)	0.0	1.0
4	99.99999999995728	78	dem_sample_model.tif	60	40	204060.2368034932	686235.7955625969	23.0	51.34	POINT (14.487242518097899 53.95575032155163)	0.0	1.0
4	99.99999999995728	79	dem_sample_model.tif	60	40	204060.6505592733	686234.8851746826	23.0	51.34	POINT (14.487249688743768 53.95574239859664)	0.0	1.0
4	99.99999999995728	80	dem_sample_model.tif	61	40	204061.06431505337	686233.9747867683	24.0	51.34	POINT (14.487256859386859 53.95573447564115)	0.0	1.0
4	99.99999999995728	81	dem_sample_model.tif	61	41	204061.4780708335	686233.064398854	26.0	49.3	POINT (14.48726403002716 53.95572655268516)	0.0	1.0
4	99.99999999995728	82	dem_sample_model.tif	62	41	204061.8918266136	686232.1540109398	28.0	46.79	POINT (14.487271200664674 53.9557186297287)	0.0	1.0
4	99.99999999995728	83	dem_sample_model.tif	62	41	204062.3055823937	686231.2436230255	28.0	46.79	POINT (14.487278371299404 53.955710706771725)	0.0	1.0
4	99.99999999995728	84	dem_sample_model.tif	63	41	204062.71933817383	686230.3332351113	29.0	41.61	POINT (14.487285541931346 53.95570278381428)	0.0	1.0
4	99.99999999995728	85	dem_sample_model.tif	63	42	204063.13309395395	686229.422847197	30.0	41.61	POINT (14.487292712560505 53.95569486085635)	0.0	1.0
4	99.99999999995728	86	dem_sample_model.tif	63	42	204063.5468497341	686228.5124592828	30.0	41.61	POINT (14.487299883186875 53.95568693789791)	0.0	1.0
4	99.99999999995728	87	dem_sample_model.tif	64	42	204063.96060551412	686227.6020713685	31.0	39.18	POINT (14.487307053810458 53.95567901493898)	0.0	1.0
4	99.99999999995728	88	dem_sample_model.tif	64	42	204064.37436129423	686226.6916834542	31.0	39.18	POINT (14.487314224431255 53.95567109197958)	0.0	1.0
4	99.99999999995728	89	dem_sample_model.tif	65	42	204064.7881170744	686225.78129554	32.0	35.47	POINT (14.487321395049271 53.955663169019665)	0.0	1.0
4	99.99999999995728	90	dem_sample_model.tif	65	43	204065.2018728545	686224.8709076258	33.0	32.76	POINT (14.487328565664496 53.955655246059294)	0.0	1.0
4	99.99999999995728	91	dem_sample_model.tif	66	43	204065.6156286346	686223.9605197115	34.0	31.75	POINT (14.487335736276938 53.9556473230984)	0.0	1.0
4	99.99999999995728	92	dem_sample_model.tif	66	43	204066.02938441472	686223.0501317972	34.0	31.75	POINT (14.487342906886592 53.955639400137024)	0.0	1.0
4	99.99999999995728	93	dem_sample_model.tif	67	43	204066.44314019484	686222.1397438829	35.0	19.47	POINT (14.487350077493462 53.95563147717516)	0.0	1.0
4	99.99999999995728	94	dem_sample_model.tif	67	43	204066.85689597487	686221.2293559688	35.0	19.47	POINT (14.487357248097538 53.95562355421281)	0.0	1.0
4	99.99999999995728	95	dem_sample_model.tif	68	44	204067.27065175504	686220.3189680545	35.0	0.0	POINT (14.487364418698837 53.95561563124997)	0.0	1.0
4	99.99999999995728	96	dem_sample_model.tif	68	44	204067.68440753515	686219.4085801402	35.0	0.0	POINT (14.487371589297348 53.955607708286635)	0.0	1.0
4	99.99999999995728	97	dem_sample_model.tif	69	44	204068.09816331527	686218.4981922259	35.0	11.18	POINT (14.48737875989307 53.9555997853228)	0.0	1.0
4	99.99999999995728	98	dem_sample_model.tif	69	44	204068.51191909536	686217.5878043117	35.0	11.18	POINT (14.48738593048601 53.955591862358496)	0.0	1.0
